TestID,TestType,Result
TEST_22597,pH,FAIL
TEST_22598,pH,FAIL
TEST_22599,pH,PASS
TEST_22600,Microbial,FAIL
TEST_22601,Endotoxin,PASS
TEST_22602,Microbial,FAIL
TEST_22603,Endotoxin,FAIL
TEST_22604,Microbial,FAIL
TEST_22605,pH,FAIL
TEST_22606,Potency,FAIL
TEST_22607,Microbial,FAIL
TEST_22608,Potency,PASS
TEST_22609,Potency,FAIL
TEST_22610,pH,PASS
TEST_22611,Microbial,FAIL
TEST_22612,Endotoxin,PASS
TEST_22613,pH,FAIL
TEST_22614,Endotoxin,PASS
TEST_22615,Microbial,PASS
TEST_22616,Microbial,PASS
TEST_22617,pH,PASS
TEST_22618,Endotoxin,FAIL
TEST_22619,pH,PASS
TEST_22620,Endotoxin,FAIL
TEST_22621,Endotoxin,PASS
TEST_22622,Microbial,FAIL
TEST_22623,Endotoxin,PASS
TEST_22624,pH,FAIL
TEST_22625,pH,FAIL
TEST_22626,pH,PASS
TEST_22627,Microbial,FAIL
TEST_22628,pH,FAIL
TEST_22629,Endotoxin,PASS
TEST_22630,Endotoxin,FAIL
TEST_22631,pH,PASS
TEST_22632,Endotoxin,PASS
TEST_22633,Potency,PASS
TEST_22634,Endotoxin,PASS
TEST_22635,Potency,PASS
TEST_22636,pH,FAIL
TEST_22637,Potency,PASS
TEST_22638,Potency,FAIL
TEST_22639,Potency,FAIL
TEST_22640,Potency,PASS
TEST_22641,Microbial,PASS
TEST_22642,Potency,FAIL
TEST_22643,pH,FAIL
TEST_22644,Potency,PASS
TEST_22645,Endotoxin,FAIL
TEST_22646,Microbial,PASS
TEST_22647,Endotoxin,FAIL
TEST_22648,Endotoxin,FAIL
TEST_22649,Potency,FAIL
TEST_22650,Endotoxin,PASS
TEST_22651,Potency,PASS
TEST_22652,Microbial,FAIL
TEST_22653,Microbial,FAIL
TEST_22654,Endotoxin,PASS
TEST_22655,pH,FAIL
TEST_22656,Microbial,PASS
TEST_22657,pH,PASS
TEST_22658,Endotoxin,FAIL
TEST_22659,Endotoxin,FAIL
TEST_22660,Microbial,FAIL
TEST_22661,Potency,FAIL
TEST_22662,Potency,PASS
TEST_22663,pH,PASS
TEST_22664,pH,FAIL
TEST_22665,Potency,FAIL
TEST_22666,Potency,FAIL
TEST_22667,Endotoxin,PASS
TEST_22668,pH,FAIL
TEST_22669,pH,FAIL
TEST_22670,pH,FAIL
TEST_22671,Potency,PASS
TEST_22672,Endotoxin,FAIL
TEST_22673,Potency,FAIL
TEST_22674,Endotoxin,FAIL
TEST_22675,pH,FAIL
TEST_22676,Endotoxin,FAIL
TEST_22677,Endotoxin,PASS
TEST_22678,pH,PASS
TEST_22679,Microbial,FAIL
TEST_22680,Microbial,PASS
TEST_22681,Endotoxin,FAIL
TEST_22682,pH,FAIL
TEST_22683,Microbial,FAIL
TEST_22684,Potency,PASS
TEST_22685,pH,PASS
TEST_22686,Potency,FAIL
TEST_22687,pH,PASS
TEST_22688,Potency,PASS
TEST_22689,Endotoxin,PASS
TEST_22690,Microbial,FAIL
TEST_22691,Endotoxin,PASS
TEST_22692,Microbial,PASS
TEST_22693,pH,PASS
TEST_22694,pH,FAIL
TEST_22695,Potency,FAIL
TEST_22696,Endotoxin,PASS
TEST_22697,Microbial,PASS
TEST_22698,Microbial,PASS
TEST_22699,Endotoxin,PASS
TEST_22700,Microbial,FAIL
TEST_22701,Endotoxin,PASS
TEST_22702,pH,FAIL
TEST_22703,Potency,PASS
TEST_22704,Potency,FAIL
TEST_22705,Microbial,FAIL
TEST_22706,Potency,FAIL
TEST_22707,pH,PASS
TEST_22708,Potency,FAIL
TEST_22709,pH,PASS
TEST_22710,Potency,FAIL
TEST_22711,Microbial,PASS
TEST_22712,Potency,FAIL
TEST_22713,Endotoxin,PASS
TEST_22714,Endotoxin,FAIL
TEST_22715,pH,FAIL
TEST_22716,Endotoxin,PASS
TEST_22717,pH,FAIL
TEST_22718,Potency,FAIL
TEST_22719,pH,FAIL
TEST_22720,Endotoxin,PASS
TEST_22721,Endotoxin,FAIL
TEST_22722,Potency,PASS
TEST_22723,pH,PASS
TEST_22724,Microbial,FAIL
TEST_22725,Endotoxin,FAIL
TEST_22726,Potency,FAIL
TEST_22727,Potency,FAIL
TEST_22728,Endotoxin,FAIL
TEST_22729,Microbial,FAIL
TEST_22730,Potency,FAIL
TEST_22731,Endotoxin,FAIL
TEST_22732,Microbial,FAIL
TEST_22733,Endotoxin,PASS
TEST_22734,Microbial,FAIL
TEST_22735,Microbial,PASS
TEST_22736,Microbial,PASS
TEST_22737,pH,PASS
TEST_22738,pH,PASS
TEST_22739,Endotoxin,FAIL
TEST_22740,pH,PASS
TEST_22741,Potency,FAIL
TEST_22742,Potency,PASS
TEST_22743,pH,FAIL
TEST_22744,pH,FAIL
TEST_22745,Microbial,PASS
TEST_22746,pH,PASS
TEST_22747,Potency,FAIL
TEST_22748,pH,PASS
TEST_22749,Microbial,PASS
TEST_22750,Endotoxin,FAIL
TEST_22751,pH,PASS
TEST_22752,pH,FAIL
TEST_22753,Microbial,FAIL
TEST_22754,pH,FAIL
TEST_22755,pH,FAIL
TEST_22756,Microbial,PASS
TEST_22757,Potency,FAIL
TEST_22758,pH,FAIL
TEST_22759,Microbial,FAIL
TEST_22760,Microbial,FAIL
TEST_22761,Potency,PASS
TEST_22762,Endotoxin,PASS
TEST_22763,Endotoxin,FAIL
TEST_22764,Potency,FAIL
TEST_22765,Endotoxin,FAIL
TEST_22766,pH,PASS
TEST_22767,Potency,PASS
TEST_22768,Endotoxin,PASS
TEST_22769,Potency,FAIL
TEST_22770,Potency,FAIL
TEST_22771,Endotoxin,PASS
TEST_22772,pH,FAIL
TEST_22773,pH,PASS
TEST_22774,pH,PASS
TEST_22775,Endotoxin,FAIL
TEST_22776,Microbial,FAIL
TEST_22777,Microbial,FAIL
TEST_22778,Potency,PASS
TEST_22779,Potency,FAIL
TEST_22780,Endotoxin,FAIL
TEST_22781,Endotoxin,PASS
TEST_22782,Potency,PASS
TEST_22783,Endotoxin,PASS
TEST_22784,Microbial,PASS
TEST_22785,Endotoxin,PASS
TEST_22786,pH,FAIL
TEST_22787,pH,PASS
TEST_22788,pH,FAIL
TEST_22789,Endotoxin,FAIL
TEST_22790,Endotoxin,PASS
TEST_22791,Potency,PASS
TEST_22792,Potency,FAIL
TEST_22793,Microbial,FAIL
TEST_22794,Endotoxin,PASS
TEST_22795,Endotoxin,FAIL
TEST_22796,Potency,FAIL
TEST_22797,Potency,PASS
TEST_22798,Microbial,FAIL
TEST_22799,Potency,FAIL
TEST_22800,pH,PASS
TEST_22801,pH,PASS
TEST_22802,Endotoxin,FAIL
TEST_22803,Microbial,PASS
TEST_22804,pH,FAIL
TEST_22805,Microbial,FAIL
TEST_22806,Microbial,PASS
TEST_22807,Endotoxin,FAIL
TEST_22808,pH,PASS
TEST_22809,Endotoxin,FAIL
TEST_22810,Potency,PASS
TEST_22811,Microbial,PASS
TEST_22812,Endotoxin,FAIL
TEST_22813,Endotoxin,PASS
TEST_22814,Endotoxin,PASS
TEST_22815,Microbial,FAIL
TEST_22816,Potency,FAIL
TEST_22817,pH,FAIL
TEST_22818,Endotoxin,FAIL
TEST_22819,Microbial,FAIL
TEST_22820,Endotoxin,FAIL
TEST_22821,Microbial,FAIL
TEST_22822,Microbial,PASS
TEST_22823,Microbial,FAIL
TEST_22824,Endotoxin,FAIL
TEST_22825,Microbial,FAIL
TEST_22826,Microbial,PASS
TEST_22827,Microbial,PASS
TEST_22828,Potency,FAIL
TEST_22829,Endotoxin,PASS
TEST_22830,pH,PASS
TEST_22831,Endotoxin,FAIL
TEST_22832,Microbial,FAIL
TEST_22833,Endotoxin,PASS
TEST_22834,Endotoxin,PASS
TEST_22835,pH,PASS
TEST_22836,pH,PASS
TEST_22837,Microbial,PASS
TEST_22838,Potency,PASS
TEST_22839,Potency,PASS
TEST_22840,pH,PASS
TEST_22841,Potency,FAIL
TEST_22842,Microbial,PASS
TEST_22843,Potency,PASS
TEST_22844,Microbial,PASS
TEST_22845,Microbial,FAIL
TEST_22846,Endotoxin,PASS
TEST_22847,pH,FAIL
TEST_22848,Endotoxin,PASS
TEST_22849,Potency,PASS
TEST_22850,Endotoxin,FAIL
TEST_22851,pH,PASS
TEST_22852,Endotoxin,FAIL
TEST_22853,pH,PASS
TEST_22854,pH,FAIL
TEST_22855,Microbial,FAIL
TEST_22856,Microbial,PASS
TEST_22857,Potency,FAIL
TEST_22858,Endotoxin,FAIL
TEST_22859,Potency,PASS
TEST_22860,Endotoxin,FAIL
TEST_22861,pH,PASS
TEST_22862,Microbial,PASS
TEST_22863,Potency,PASS
TEST_22864,Endotoxin,PASS
TEST_22865,pH,FAIL
TEST_22866,Potency,PASS
TEST_22867,Microbial,PASS
TEST_22868,Microbial,FAIL
TEST_22869,Microbial,FAIL
TEST_22870,Endotoxin,PASS
TEST_22871,Microbial,FAIL
TEST_22872,Potency,PASS
TEST_22873,Endotoxin,FAIL
TEST_22874,Microbial,PASS
TEST_22875,Microbial,FAIL
TEST_22876,Microbial,PASS
TEST_22877,Potency,FAIL
TEST_22878,Microbial,FAIL
TEST_22879,Potency,PASS
TEST_22880,Microbial,FAIL
TEST_22881,Endotoxin,FAIL
TEST_22882,pH,FAIL
TEST_22883,Potency,PASS
TEST_22884,Endotoxin,FAIL
TEST_22885,pH,PASS
TEST_22886,Endotoxin,PASS
TEST_22887,Microbial,FAIL
TEST_22888,Microbial,FAIL
TEST_22889,pH,FAIL
TEST_22890,Endotoxin,PASS
TEST_22891,Potency,PASS
TEST_22892,Microbial,PASS
TEST_22893,Potency,FAIL
TEST_22894,pH,FAIL
TEST_22895,Microbial,FAIL
TEST_22896,Microbial,FAIL
TEST_22897,Microbial,FAIL
TEST_22898,pH,PASS
TEST_22899,Microbial,PASS
TEST_22900,Potency,PASS
TEST_22901,Potency,PASS
TEST_22902,Microbial,PASS
TEST_22903,Potency,PASS
TEST_22904,Endotoxin,PASS
TEST_22905,Potency,FAIL
TEST_22906,Endotoxin,PASS
TEST_22907,pH,PASS
TEST_22908,Potency,PASS
TEST_22909,Potency,FAIL
TEST_22910,pH,PASS
TEST_22911,pH,FAIL
TEST_22912,Microbial,FAIL
TEST_22913,Microbial,FAIL
TEST_22914,Endotoxin,PASS
TEST_22915,pH,FAIL
TEST_22916,Potency,PASS
TEST_22917,Microbial,PASS
TEST_22918,pH,PASS
TEST_22919,pH,PASS
TEST_22920,Endotoxin,FAIL
TEST_22921,Microbial,PASS
TEST_22922,pH,FAIL
TEST_22923,Endotoxin,FAIL
TEST_22924,pH,FAIL
TEST_22925,pH,FAIL
TEST_22926,Potency,PASS
TEST_22927,Endotoxin,PASS
TEST_22928,Potency,PASS
TEST_22929,Potency,PASS
TEST_22930,Potency,PASS
TEST_22931,Potency,FAIL
TEST_22932,pH,PASS
TEST_22933,Microbial,PASS
TEST_22934,Endotoxin,PASS
TEST_22935,pH,FAIL
TEST_22936,Microbial,FAIL
TEST_22937,pH,FAIL
TEST_22938,Potency,FAIL
TEST_22939,Endotoxin,FAIL
TEST_22940,Microbial,PASS
TEST_22941,Microbial,FAIL
TEST_22942,Potency,FAIL
TEST_22943,Potency,PASS
TEST_22944,Endotoxin,FAIL
TEST_22945,Microbial,FAIL
TEST_22946,pH,PASS
TEST_22947,Potency,FAIL
TEST_22948,pH,PASS
TEST_22949,Microbial,FAIL
TEST_22950,pH,PASS
TEST_22951,Endotoxin,FAIL
TEST_22952,Potency,PASS
TEST_22953,Potency,FAIL
TEST_22954,Microbial,PASS
TEST_22955,Endotoxin,FAIL
TEST_22956,Potency,FAIL
TEST_22957,Endotoxin,PASS
TEST_22958,Microbial,FAIL
TEST_22959,Microbial,FAIL
TEST_22960,pH,PASS
TEST_22961,Microbial,PASS
TEST_22962,Potency,PASS
TEST_22963,pH,FAIL
TEST_22964,Potency,FAIL
TEST_22965,Potency,PASS
TEST_22966,pH,FAIL
TEST_22967,Microbial,FAIL
TEST_22968,Endotoxin,PASS
TEST_22969,Potency,PASS
TEST_22970,Endotoxin,FAIL
TEST_22971,Microbial,PASS
TEST_22972,Endotoxin,FAIL
TEST_22973,pH,FAIL
TEST_22974,Potency,FAIL
TEST_22975,Potency,FAIL
TEST_22976,Microbial,PASS
TEST_22977,pH,FAIL
TEST_22978,Endotoxin,PASS
TEST_22979,pH,PASS
TEST_22980,Endotoxin,FAIL
TEST_22981,Microbial,FAIL
TEST_22982,Endotoxin,PASS
TEST_22983,Endotoxin,FAIL
TEST_22984,Potency,FAIL
TEST_22985,Endotoxin,PASS
TEST_22986,Potency,FAIL
TEST_22987,Potency,PASS
TEST_22988,Endotoxin,FAIL
TEST_22989,Microbial,PASS
TEST_22990,Microbial,PASS
TEST_22991,Endotoxin,FAIL
TEST_22992,pH,FAIL
TEST_22993,Potency,PASS
TEST_22994,Potency,FAIL
TEST_22995,Microbial,PASS
TEST_22996,Potency,FAIL
TEST_22997,Potency,FAIL
TEST_22998,Potency,PASS
TEST_22999,pH,FAIL
TEST_23000,Microbial,FAIL
TEST_23001,pH,FAIL
TEST_23002,Endotoxin,FAIL
TEST_23003,pH,PASS
TEST_23004,Potency,FAIL
TEST_23005,pH,FAIL
TEST_23006,Microbial,FAIL
TEST_23007,Potency,FAIL
TEST_23008,Endotoxin,PASS
TEST_23009,pH,FAIL
TEST_23010,Endotoxin,FAIL
TEST_23011,Microbial,FAIL
TEST_23012,pH,FAIL
TEST_23013,Microbial,PASS
TEST_23014,Microbial,PASS
TEST_23015,Potency,PASS
TEST_23016,Endotoxin,FAIL
TEST_23017,pH,PASS
TEST_23018,pH,PASS
TEST_23019,Potency,PASS
TEST_23020,pH,FAIL
TEST_23021,Microbial,PASS
TEST_23022,Potency,FAIL
TEST_23023,pH,FAIL
TEST_23024,Microbial,FAIL
TEST_23025,Potency,PASS
TEST_23026,Potency,PASS
TEST_23027,pH,FAIL
TEST_23028,Microbial,PASS
TEST_23029,Microbial,PASS
TEST_23030,pH,PASS
TEST_23031,Endotoxin,PASS
TEST_23032,Potency,PASS
TEST_23033,Potency,FAIL
TEST_23034,Microbial,PASS
TEST_23035,pH,PASS
TEST_23036,pH,PASS
TEST_23037,pH,FAIL
TEST_23038,Potency,FAIL
TEST_23039,Endotoxin,PASS
TEST_23040,Microbial,FAIL
TEST_23041,Microbial,PASS
TEST_23042,Potency,PASS
TEST_23043,Microbial,PASS
TEST_23044,Endotoxin,PASS
TEST_23045,pH,FAIL
TEST_23046,Endotoxin,FAIL
TEST_23047,pH,PASS
TEST_23048,Endotoxin,PASS
TEST_23049,Potency,PASS
TEST_23050,Microbial,FAIL
TEST_23051,Endotoxin,FAIL
TEST_23052,pH,FAIL
TEST_23053,Microbial,FAIL
TEST_23054,Potency,PASS
TEST_23055,Potency,PASS
TEST_23056,Endotoxin,FAIL
TEST_23057,Endotoxin,FAIL
TEST_23058,Microbial,FAIL
TEST_23059,Microbial,FAIL
TEST_23060,Endotoxin,FAIL
TEST_23061,Potency,PASS
TEST_23062,pH,FAIL
TEST_23063,Endotoxin,FAIL
TEST_23064,Microbial,PASS
TEST_23065,Endotoxin,FAIL
TEST_23066,Endotoxin,FAIL
TEST_23067,Endotoxin,FAIL
TEST_23068,Potency,FAIL
TEST_23069,Endotoxin,PASS
TEST_23070,pH,FAIL
TEST_23071,Endotoxin,FAIL
TEST_23072,pH,PASS
TEST_23073,Endotoxin,PASS
TEST_23074,Potency,PASS
TEST_23075,Potency,FAIL
TEST_23076,Microbial,FAIL
TEST_23077,Microbial,PASS
TEST_23078,Microbial,FAIL
TEST_23079,Potency,PASS
TEST_23080,Potency,PASS
TEST_23081,Endotoxin,PASS
TEST_23082,Potency,FAIL
TEST_23083,Microbial,PASS
TEST_23084,Endotoxin,PASS
TEST_23085,pH,PASS
TEST_23086,pH,FAIL
TEST_23087,Microbial,FAIL
TEST_23088,Microbial,FAIL
TEST_23089,Potency,FAIL
TEST_23090,pH,PASS
TEST_23091,Microbial,FAIL
TEST_23092,Microbial,PASS
TEST_23093,pH,PASS
TEST_23094,Potency,PASS
TEST_23095,Microbial,PASS
TEST_23096,Microbial,PASS
TEST_23097,Potency,FAIL
TEST_23098,Endotoxin,PASS
TEST_23099,Endotoxin,PASS
TEST_23100,pH,PASS
TEST_23101,Endotoxin,FAIL
TEST_23102,pH,FAIL
TEST_23103,Potency,PASS
TEST_23104,Endotoxin,PASS
TEST_23105,Endotoxin,FAIL
TEST_23106,Endotoxin,PASS
TEST_23107,Potency,PASS
TEST_23108,pH,PASS
TEST_23109,Microbial,FAIL
TEST_23110,Potency,PASS
TEST_23111,Endotoxin,FAIL
TEST_23112,pH,FAIL
TEST_23113,Microbial,PASS
TEST_23114,Potency,FAIL
TEST_23115,Potency,FAIL
TEST_23116,pH,FAIL
TEST_23117,Potency,PASS
TEST_23118,Endotoxin,PASS
TEST_23119,Microbial,FAIL
TEST_23120,Potency,PASS
TEST_23121,pH,PASS
TEST_23122,Microbial,PASS
TEST_23123,Endotoxin,FAIL
TEST_23124,Potency,PASS
TEST_23125,Microbial,PASS
TEST_23126,pH,FAIL
TEST_23127,pH,FAIL
TEST_23128,Endotoxin,FAIL
TEST_23129,Potency,PASS
TEST_23130,Potency,PASS
TEST_23131,Potency,PASS
TEST_23132,pH,FAIL
TEST_23133,Potency,PASS
TEST_23134,Potency,PASS
TEST_23135,Microbial,PASS
TEST_23136,Endotoxin,PASS
TEST_23137,pH,FAIL
TEST_23138,Endotoxin,PASS
TEST_23139,pH,PASS
TEST_23140,pH,PASS
TEST_23141,Microbial,PASS
TEST_23142,pH,FAIL
TEST_23143,Microbial,FAIL
TEST_23144,Potency,PASS
TEST_23145,Potency,FAIL
TEST_23146,pH,PASS
TEST_23147,Potency,FAIL
TEST_23148,pH,FAIL
TEST_23149,Microbial,FAIL
TEST_23150,Microbial,FAIL
TEST_23151,Endotoxin,FAIL
TEST_23152,Endotoxin,PASS
TEST_23153,Potency,PASS
TEST_23154,Microbial,PASS
TEST_23155,Endotoxin,PASS
TEST_23156,Microbial,PASS
TEST_23157,Microbial,PASS
TEST_23158,Microbial,PASS
TEST_23159,Endotoxin,PASS
TEST_23160,Microbial,FAIL
TEST_23161,Endotoxin,PASS
TEST_23162,Endotoxin,PASS
TEST_23163,Endotoxin,FAIL
TEST_23164,Microbial,FAIL
TEST_23165,pH,PASS
TEST_23166,Potency,FAIL
TEST_23167,Endotoxin,FAIL
TEST_23168,pH,PASS
TEST_23169,Microbial,FAIL
TEST_23170,Potency,FAIL
TEST_23171,Endotoxin,FAIL
TEST_23172,Endotoxin,FAIL
TEST_23173,Microbial,PASS
TEST_23174,Microbial,PASS
TEST_23175,Endotoxin,PASS
TEST_23176,Endotoxin,PASS
TEST_23177,Microbial,PASS
TEST_23178,pH,PASS
TEST_23179,Endotoxin,PASS
TEST_23180,pH,FAIL
TEST_23181,Microbial,PASS
TEST_23182,pH,PASS
TEST_23183,Potency,PASS
TEST_23184,pH,FAIL
TEST_23185,Endotoxin,FAIL
TEST_23186,Endotoxin,FAIL
TEST_23187,Potency,FAIL
TEST_23188,Endotoxin,FAIL
TEST_23189,pH,FAIL
TEST_23190,pH,PASS
TEST_23191,Potency,PASS
TEST_23192,pH,FAIL
TEST_23193,Potency,PASS
TEST_23194,pH,PASS
TEST_23195,pH,FAIL
TEST_23196,pH,PASS
TEST_23197,pH,PASS
TEST_23198,Microbial,PASS
TEST_23199,Endotoxin,FAIL
TEST_23200,Microbial,FAIL
TEST_23201,Endotoxin,FAIL
TEST_23202,Microbial,FAIL
TEST_23203,Microbial,FAIL
TEST_23204,Potency,FAIL
TEST_23205,Potency,PASS
TEST_23206,Endotoxin,PASS
TEST_23207,Potency,PASS
TEST_23208,Endotoxin,PASS
TEST_23209,Microbial,FAIL
TEST_23210,Potency,PASS
TEST_23211,Potency,PASS
TEST_23212,pH,PASS
TEST_23213,Potency,FAIL
TEST_23214,Potency,PASS
TEST_23215,Potency,FAIL
TEST_23216,Endotoxin,PASS
TEST_23217,Microbial,FAIL
TEST_23218,Microbial,PASS
TEST_23219,Potency,PASS
TEST_23220,Microbial,PASS
TEST_23221,Endotoxin,PASS
TEST_23222,Microbial,PASS
TEST_23223,pH,PASS
TEST_23224,Potency,PASS
TEST_23225,Endotoxin,FAIL
TEST_23226,Endotoxin,FAIL
TEST_23227,Endotoxin,PASS
TEST_23228,Endotoxin,PASS
TEST_23229,Potency,FAIL
TEST_23230,Endotoxin,FAIL
TEST_23231,Microbial,FAIL
TEST_23232,Endotoxin,FAIL
TEST_23233,Microbial,PASS
TEST_23234,Endotoxin,FAIL
TEST_23235,Potency,FAIL
TEST_23236,Potency,FAIL
TEST_23237,Endotoxin,PASS
TEST_23238,Microbial,PASS
TEST_23239,Potency,PASS
TEST_23240,Potency,PASS
TEST_23241,Endotoxin,PASS
TEST_23242,Potency,PASS
TEST_23243,Potency,PASS
TEST_23244,Potency,PASS
TEST_23245,Microbial,FAIL
TEST_23246,Microbial,FAIL
TEST_23247,Potency,FAIL
TEST_23248,Endotoxin,FAIL
TEST_23249,pH,PASS
TEST_23250,Microbial,FAIL
TEST_23251,pH,PASS
TEST_23252,Microbial,PASS
TEST_23253,Potency,FAIL
TEST_23254,pH,PASS
TEST_23255,Endotoxin,PASS
TEST_23256,Potency,PASS
TEST_23257,pH,FAIL
TEST_23258,Potency,PASS
TEST_23259,Microbial,PASS
TEST_23260,Potency,FAIL
TEST_23261,Endotoxin,PASS
TEST_23262,pH,PASS
TEST_23263,Microbial,FAIL
TEST_23264,pH,PASS
TEST_23265,pH,PASS
TEST_23266,Potency,FAIL
TEST_23267,pH,FAIL
TEST_23268,Potency,FAIL
TEST_23269,Microbial,PASS
TEST_23270,Potency,PASS
TEST_23271,pH,PASS
TEST_23272,pH,PASS
TEST_23273,Endotoxin,PASS
TEST_23274,pH,FAIL
TEST_23275,Microbial,PASS
TEST_23276,Potency,PASS
TEST_23277,pH,FAIL
TEST_23278,Microbial,PASS
TEST_23279,Microbial,FAIL
TEST_23280,Potency,FAIL
TEST_23281,Potency,PASS
TEST_23282,pH,PASS
TEST_23283,Potency,FAIL
TEST_23284,Endotoxin,PASS
TEST_23285,Potency,PASS
TEST_23286,Microbial,FAIL
TEST_23287,Endotoxin,FAIL
TEST_23288,pH,PASS
TEST_23289,Potency,PASS
TEST_23290,Endotoxin,PASS
TEST_23291,Microbial,PASS
TEST_23292,Microbial,FAIL
TEST_23293,pH,PASS
TEST_23294,pH,PASS
TEST_23295,Endotoxin,PASS
TEST_23296,pH,PASS
TEST_23297,Potency,PASS
TEST_23298,Endotoxin,FAIL
TEST_23299,pH,FAIL
TEST_23300,pH,FAIL
TEST_23301,Microbial,PASS
TEST_23302,Microbial,PASS
TEST_23303,Potency,PASS
TEST_23304,Potency,PASS
TEST_23305,pH,FAIL
TEST_23306,Potency,FAIL
TEST_23307,pH,PASS
TEST_23308,Microbial,FAIL
TEST_23309,Endotoxin,FAIL
TEST_23310,Potency,FAIL
TEST_23311,Microbial,FAIL
TEST_23312,Microbial,FAIL
TEST_23313,Potency,PASS
TEST_23314,Microbial,PASS
TEST_23315,Microbial,PASS
TEST_23316,pH,FAIL
TEST_23317,pH,FAIL
TEST_23318,Microbial,PASS
TEST_23319,pH,PASS
TEST_23320,Potency,FAIL
TEST_23321,pH,FAIL
TEST_23322,Potency,PASS
TEST_23323,Endotoxin,PASS
TEST_23324,pH,FAIL
TEST_23325,pH,FAIL
TEST_23326,Endotoxin,FAIL
TEST_23327,Endotoxin,FAIL
TEST_23328,Potency,PASS
TEST_23329,Endotoxin,FAIL
TEST_23330,Endotoxin,FAIL
TEST_23331,Potency,PASS
TEST_23332,pH,PASS
TEST_23333,Potency,FAIL
TEST_23334,Microbial,FAIL
TEST_23335,Potency,PASS
TEST_23336,Microbial,PASS
TEST_23337,pH,FAIL
TEST_23338,Potency,PASS
TEST_23339,Microbial,PASS
TEST_23340,pH,FAIL
TEST_23341,pH,FAIL
TEST_23342,pH,PASS
TEST_23343,Microbial,FAIL
TEST_23344,pH,FAIL
TEST_23345,Potency,PASS
TEST_23346,Endotoxin,PASS
TEST_23347,Microbial,PASS
TEST_23348,pH,FAIL
TEST_23349,Endotoxin,PASS
TEST_23350,Microbial,PASS
TEST_23351,Microbial,PASS
TEST_23352,Microbial,PASS
TEST_23353,Potency,PASS
TEST_23354,Potency,FAIL
TEST_23355,Endotoxin,FAIL
TEST_23356,Potency,PASS
TEST_23357,Microbial,PASS
TEST_23358,pH,PASS
TEST_23359,Endotoxin,PASS
TEST_23360,pH,FAIL
TEST_23361,Microbial,PASS
TEST_23362,Potency,PASS
TEST_23363,Microbial,PASS
TEST_23364,Potency,PASS
TEST_23365,Microbial,FAIL
TEST_23366,Endotoxin,PASS
TEST_23367,Microbial,FAIL
TEST_23368,Microbial,FAIL
TEST_23369,pH,PASS
TEST_23370,Potency,FAIL
TEST_23371,Microbial,PASS
TEST_23372,Microbial,PASS
TEST_23373,Endotoxin,PASS
TEST_23374,Microbial,PASS
TEST_23375,Potency,PASS
TEST_23376,Microbial,PASS
TEST_23377,Endotoxin,PASS
TEST_23378,Potency,FAIL
TEST_23379,Microbial,PASS
TEST_23380,Endotoxin,PASS
TEST_23381,Potency,FAIL
TEST_23382,pH,FAIL
TEST_23383,Microbial,FAIL
TEST_23384,Endotoxin,FAIL
TEST_23385,Endotoxin,FAIL
TEST_23386,Endotoxin,FAIL
TEST_23387,Microbial,PASS
TEST_23388,Potency,FAIL
TEST_23389,Endotoxin,FAIL
TEST_23390,Endotoxin,PASS
TEST_23391,Microbial,FAIL
TEST_23392,pH,FAIL
TEST_23393,Potency,FAIL
TEST_23394,pH,FAIL
TEST_23395,Endotoxin,FAIL
TEST_23396,Endotoxin,PASS
TEST_23397,Potency,FAIL
TEST_23398,Potency,PASS
TEST_23399,Potency,FAIL
TEST_23400,Microbial,FAIL
TEST_23401,Potency,PASS
TEST_23402,Microbial,FAIL
TEST_23403,Microbial,PASS
TEST_23404,Potency,PASS
TEST_23405,pH,PASS
TEST_23406,Endotoxin,PASS
TEST_23407,pH,FAIL
TEST_23408,Endotoxin,PASS
TEST_23409,Endotoxin,PASS
TEST_23410,Potency,FAIL
TEST_23411,Potency,FAIL
TEST_23412,Microbial,FAIL
TEST_23413,Endotoxin,PASS
TEST_23414,pH,PASS
TEST_23415,pH,FAIL
TEST_23416,Microbial,FAIL
TEST_23417,Microbial,FAIL
TEST_23418,Endotoxin,PASS
TEST_23419,Microbial,FAIL
TEST_23420,Endotoxin,PASS
TEST_23421,pH,FAIL
TEST_23422,Microbial,FAIL
TEST_23423,pH,FAIL
TEST_23424,Endotoxin,PASS
TEST_23425,Endotoxin,PASS
TEST_23426,Microbial,PASS
TEST_23427,pH,FAIL
TEST_23428,pH,FAIL
TEST_23429,Microbial,PASS
TEST_23430,pH,FAIL
TEST_23431,Endotoxin,FAIL
TEST_23432,pH,FAIL
TEST_23433,Potency,PASS
TEST_23434,pH,PASS
TEST_23435,pH,FAIL
TEST_23436,Microbial,FAIL
TEST_23437,pH,FAIL
TEST_23438,Endotoxin,PASS
TEST_23439,Endotoxin,FAIL
TEST_23440,Microbial,PASS
TEST_23441,Potency,PASS
TEST_23442,pH,PASS
TEST_23443,Endotoxin,FAIL
TEST_23444,Endotoxin,PASS
TEST_23445,pH,FAIL
TEST_23446,pH,PASS
TEST_23447,Potency,FAIL
TEST_23448,pH,PASS
TEST_23449,Endotoxin,FAIL
TEST_23450,Endotoxin,FAIL
TEST_23451,Endotoxin,PASS
TEST_23452,Microbial,FAIL
TEST_23453,Endotoxin,FAIL
TEST_23454,Endotoxin,PASS
TEST_23455,Potency,PASS
TEST_23456,Endotoxin,FAIL
